antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'hospital'}),frozenset({'daughter'}),0.0094,0.0242,0.0014,0.14893617021276595,6.154387198874626,1.0,0.00117252,1.146565,0.845461624989184,0.043478260869565216,0.12782964768678617,0.10339370494109372
frozenset({'accident'}),frozenset({'daughter'}),0.0092,0.0242,0.001,0.10869565217391305,4.491555874955085,1.0,0.00077736,1.0948,0.7845781186919661,0.0308641975308642,0.08659115820241141,0.07500898311174992
frozenset({'wish'}),frozenset({'daughter'}),0.0082,0.0242,0.0012,0.1463414634146341,6.047167909695625,1.0,0.0010015599999999999,1.1430799999999999,0.8415339114068695,0.03846153846153846,0.1251705917346117,0.09796412013706912
frozenset({'ex'}),frozenset({'daughter'}),0.0082,0.0242,0.001,0.12195121951219512,5.0393065914130215,1.0,0.00080156,1.1113277777777777,0.808187134502924,0.03184713375796179,0.10017546578417208,0.08163676678089095
frozenset({'soon'}),frozenset({'daughter'}),0.0082,0.0242,0.001,0.12195121951219512,5.0393065914130215,1.0,0.00080156,1.1113277777777777,0.808187134502924,0.03184713375796179,0.10017546578417208,0.08163676678089095
frozenset({'decides'}),frozenset({'child'}),0.0112,0.024,0.0012,0.10714285714285714,4.4642857142857135,1.0,0.0009311999999999999,1.0931199999999999,0.7847896440129449,0.035294117647058816,0.08518735362997656,0.07857142857142857
frozenset({'street'}),frozenset({'city'}),0.012,0.0228,0.0016,0.13333333333333333,5.847953216374269,1.0,0.0013264000000000001,1.1275384615384614,0.8390688259109312,0.04819277108433735,0.11311229362805295,0.10175438596491228
frozenset({'york'}),frozenset({'city'}),0.0098,0.0228,0.0026,0.2653061224489796,11.63623344074472,1.0,0.00237656,1.330077777777778,0.9231079968304771,0.08666666666666664,0.2481642677537655,0.1896706050841389
frozenset({'city'}),frozenset({'york'}),0.0228,0.0098,0.0026,0.11403508771929824,11.636233440744718,1.0,0.00237656,1.1176514851485149,0.9353883938411159,0.08666666666666664,0.10526670139294914,0.1896706050841389
frozenset({'criminal'}),frozenset({'city'}),0.009,0.0228,0.001,0.11111111111111112,4.8732943469785575,1.0,0.0007948,1.09935,0.8020181634712412,0.032467532467532464,0.09037158320825944,0.07748538011695907
frozenset({'live'}),frozenset({'house'}),0.0124,0.022,0.0014,0.11290322580645161,5.131964809384164,1.0,0.0011272,1.1024727272727273,0.8152519817161372,0.04242424242424242,0.09294808364667853,0.08826979472140763
frozenset({'living'}),frozenset({'house'}),0.01,0.022,0.0012,0.11999999999999998,5.454545454545454,1.0,0.00098,1.1113636363636363,0.824915824915825,0.03896103896103895,0.1002044989775051,0.08727272727272727
frozenset({'lead'}),frozenset({'house'}),0.0086,0.022,0.001,0.11627906976744186,5.2854122621564485,1.0,0.0008108,1.1066842105263157,0.8178333669558201,0.033783783783783786,0.0963998668378751,0.08086680761099366
frozenset({'marriage'}),frozenset({'sister'}),0.0118,0.021,0.0014,0.11864406779661017,5.649717514124293,1.0,0.0011522,1.1107884615384616,0.8328273628820078,0.04458598726114649,0.09973857793320753,0.09265536723163842
frozenset({'killed'}),frozenset({'sister'}),0.0108,0.021,0.0012,0.11111111111111109,5.291005291005289,1.0,0.0009731999999999998,1.101375,0.8198544278204609,0.039215686274509796,0.09204403586426056,0.0841269841269841
frozenset({'search'}),frozenset({'sister'}),0.0096,0.021,0.001,0.10416666666666667,4.9603174603174605,1.0,0.0007984,1.0928372093023255,0.8061389337641357,0.033783783783783786,0.08495062989445012,0.07589285714285715
frozenset({'college'}),frozenset({'sister'}),0.0092,0.021,0.001,0.10869565217391305,5.175983436853002,1.0,0.0008068,1.0983902439024391,0.8142914816310052,0.03424657534246575,0.08957676422258738,0.07815734989648034
frozenset({'little'}),frozenset({'sister'}),0.009,0.021,0.0012,0.13333333333333333,6.349206349206349,1.0,0.001011,1.1296153846153845,0.8501513622603432,0.041666666666666664,0.11474293496765406,0.09523809523809523
frozenset({'return'}),frozenset({'home'}),0.0106,0.021,0.0012,0.11320754716981131,5.390835579514824,1.0,0.0009773999999999998,1.1039787234042553,0.823226197695573,0.03947368421052631,0.0941854414400524,0.08517520215633423
frozenset({'five'}),frozenset({'home'}),0.0082,0.021,0.0012,0.1463414634146341,6.968641114982576,1.0,0.0010278,1.1468285714285713,0.8635813672111312,0.04285714285714285,0.12803009541842097,0.10174216027874562
frozenset({'inspector'}),frozenset({'death'}),0.0096,0.0198,0.0014,0.14583333333333334,7.365319865319865,1.0,0.00120992,1.147551219512195,0.8726055850450034,0.04999999999999999,0.1285792015234986,0.10827020202020202
frozenset({'criminal'}),frozenset({'death'}),0.009,0.0198,0.001,0.11111111111111112,5.611672278338945,1.0,0.0008218,1.102725,0.8292633703329971,0.03597122302158274,0.09315559182933189,0.08080808080808081
frozenset({'killed'}),frozenset({'village'}),0.0108,0.0196,0.0012,0.11111111111111109,5.668934240362811,1.0,0.00098832,1.1029499999999999,0.8325919935301255,0.0410958904109589,0.09334058660864045,0.08616780045351473
frozenset({'singh'}),frozenset({'village'}),0.0084,0.0196,0.001,0.11904761904761905,6.073858114674442,1.0,0.00083536,1.1128864864864865,0.8424364663170634,0.03703703703703704,0.1014357599424919,0.08503401360544219
frozenset({'student'}),frozenset({'teacher'}),0.0182,0.0094,0.0022,0.12087912087912088,12.859480944587327,1.0,0.00202892,1.1268075,0.939332209855738,0.08661417322834647,0.11253696838191084,0.17746083703530513
frozenset({'teacher'}),frozenset({'student'}),0.0094,0.0182,0.0022,0.23404255319148937,12.859480944587327,1.0,0.00202892,1.2817944444444445,0.9309876475230805,0.08661417322834647,0.21984370868964084,0.17746083703530513
frozenset({'college'}),frozenset({'student'}),0.0092,0.0182,0.0024,0.2608695652173913,14.33349259436216,1.0,0.0022325599999999998,1.3283176470588236,0.9388709460368725,0.09599999999999999,0.24716802324036596,0.19636884854276157
frozenset({'student'}),frozenset({'college'}),0.0182,0.0092,0.0024,0.13186813186813184,14.333492594362157,1.0,0.0022325599999999998,1.1413012658227848,0.9474774224214029,0.09599999999999999,0.123807157719148,0.19636884854276157
frozenset({'husband'}),frozenset({'married'}),0.018,0.0108,0.002,0.11111111111111112,10.2880658436214,1.0,0.0018056,1.1128500000000001,0.9193482688391039,0.0746268656716418,0.10140629914184303,0.14814814814814814
frozenset({'married'}),frozenset({'husband'}),0.0108,0.018,0.002,0.18518518518518517,10.2880658436214,1.0,0.0018056,1.2051818181818181,0.9126566922765872,0.0746268656716418,0.17024967941464886,0.14814814814814814
frozenset({'affair'}),frozenset({'husband'}),0.009,0.018,0.0014,0.15555555555555556,8.641975308641976,1.0,0.001238,1.1628947368421052,0.8923165633559175,0.05468750000000001,0.14007694048427247,0.11666666666666667
frozenset({'soldier'}),frozenset({'war'}),0.01,0.018,0.0016,0.16,8.88888888888889,1.0,0.00142,1.1690476190476191,0.8964646464646464,0.060606060606060615,0.14460285132382894,0.12444444444444445
frozenset({'gang'}),frozenset({'fight'}),0.0152,0.0178,0.0018,0.11842105263157894,6.652868125369603,1.0,0.00152944,1.1141373134328358,0.86280350212113,0.05769230769230769,0.10244456590468229,0.10977232406859846
frozenset({'fight'}),frozenset({'gang'}),0.0178,0.0152,0.0018,0.10112359550561797,6.652868125369603,1.0,0.00152944,1.09559,0.8650874454173172,0.05769230769230769,0.08724979234932775,0.10977232406859846
frozenset({'martial'}),frozenset({'fight'}),0.0082,0.0178,0.0012,0.1463414634146341,8.221430528912029,1.0,0.0010540399999999998,1.1505771428571427,0.8856288230153927,0.04838709677419354,0.13087096662047862,0.10687859687585638
frozenset({'horror'}),frozenset({'movie'}),0.01,0.0174,0.0016,0.16,9.195402298850576,1.0,0.0014260000000000002,1.1697619047619048,0.9002525252525253,0.062015503875969,0.14512517809892123,0.1259770114942529
frozenset({'video'}),frozenset({'movie'}),0.01,0.0174,0.0012,0.11999999999999998,6.896551724137931,1.0,0.001026,1.1165909090909092,0.8636363636363638,0.045801526717557245,0.10441685324648889,0.09448275862068964
frozenset({'director'}),frozenset({'movie'}),0.0092,0.0174,0.001,0.10869565217391305,6.246876561719142,1.0,0.0008399200000000001,1.102429268292683,0.8477190149374244,0.03906250000000001,0.09291232665775805,0.08308345827086458
frozenset({'hollywood'}),frozenset({'movie'}),0.0082,0.0174,0.0018,0.2195121951219512,12.615643397813288,1.0,0.0016573199999999999,1.25895625,0.9283457686361497,0.07563025210084034,0.2056912223915644,0.16148023549201007
frozenset({'movie'}),frozenset({'hollywood'}),0.0174,0.0082,0.0018,0.10344827586206896,12.615643397813287,1.0,0.0016573199999999999,1.1062384615384615,0.9370377908949047,0.07563025210084034,0.09603576916925687,0.16148023549201007
frozenset({'player'}),frozenset({'team'}),0.01,0.0172,0.0014,0.13999999999999999,8.139534883720929,1.0,0.001228,1.1427906976744187,0.8860028860028859,0.05426356589147286,0.12494912494912494,0.11069767441860465
frozenset({'boyfriend'}),frozenset({'night'}),0.0098,0.0168,0.001,0.10204081632653061,6.073858114674442,1.0,0.00083536,1.0949272727272727,0.8436275499899012,0.03906250000000001,0.08669733149565767,0.08078231292517007
frozenset({'criminal'}),frozenset({'drug'}),0.009,0.016,0.001,0.11111111111111112,6.944444444444445,1.0,0.000856,1.107,0.863773965691221,0.041666666666666664,0.0966576332429991,0.08680555555555555
frozenset({'community'}),frozenset({'american'}),0.0128,0.0158,0.0014,0.109375,6.922468354430379,1.0,0.00119776,1.1050666666666666,0.8666357953229914,0.051470588235294115,0.09507722007722007,0.09899129746835442
frozenset({'event'}),frozenset({'documentary'}),0.0086,0.0158,0.001,0.11627906976744186,7.3594347954077115,1.0,0.00086412,1.1137,0.8716158967117209,0.042735042735042736,0.10209212534793931,0.08978510450397409
